count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji
84,25.0,79.0,2025/3/12,3651.362174,3362.362176,1741744480,3.0,2.0,永島,Right,TOK,8,batter8,Right,GXAスカイホークス,2,Bottom,2,1,0,Splitter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.31,-0.236,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020084,空振り,,3649.0,https://youtu.be/Jyu6IJPUpVs&t=3649,1578.0,https://youtu.be/aTQ94zDNQF8&t=1578,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
85,26.0,80.0,2025/3/12,3667.325163,3378.325165,1741744496,3.0,3.0,永島,Right,TOK,8,batter8,Right,GXAスカイホークス,2,Bottom,2,1,1,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.574,-0.353,27.88507917,83.92754359,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2507020085,ファール,,3665.0,https://youtu.be/Jyu6IJPUpVs&t=3665,1603.0,https://youtu.be/aTQ94zDNQF8&t=1603,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
86,27.0,81.0,2025/3/12,3686.099717,3397.099719,1741744514,3.0,4.0,永島,Right,TOK,8,batter8,Right,GXAスカイホークス,2,Bottom,2,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.063,-0.487,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020086,ボール,,3684.0,https://youtu.be/Jyu6IJPUpVs&t=3684,1621.0,https://youtu.be/aTQ94zDNQF8&t=1621,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
87,28.0,82.0,2025/3/12,3700.692834,3411.692836,1741744529,3.0,5.0,永島,Right,TOK,8,batter8,Right,GXAスカイホークス,2,Bottom,2,2,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.317,-0.467,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020087,空三振,,3698.0,https://youtu.be/Jyu6IJPUpVs&t=3698,1636.0,https://youtu.be/aTQ94zDNQF8&t=1636,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
88,55.0,83.0,2025/3/12,3817.224854,3528.224856,1741744645,1.0,1.0,pos1,Right,GXAスカイホークス,9,小田,Right,TOK,3,Top,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,128.0,0.514,-0.232,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020088,見逃し,,3815.0,https://youtu.be/Jyu6IJPUpVs&t=3815,1753.0,https://youtu.be/aTQ94zDNQF8&t=1753,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Shu, Oda",,,,,,,,,,,,,,,
89,56.0,84.0,2025/3/12,3829.416571,3540.416572,1741744658,1.0,2.0,pos1,Right,GXAスカイホークス,9,小田,Right,TOK,3,Top,0,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,124.0,0.15,-0.196,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020089,ボール,,3827.0,https://youtu.be/Jyu6IJPUpVs&t=3827,1765.0,https://youtu.be/aTQ94zDNQF8&t=1765,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Shu, Oda",,,,,,,,,,,,,,,
90,57.0,85.0,2025/3/12,3844.3838,3555.383802,1741744673,1.0,3.0,pos1,Right,GXAスカイホークス,9,小田,Right,TOK,3,Top,0,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,127.0,0.618,-0.54,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020090,ボール,,3842.0,https://youtu.be/Jyu6IJPUpVs&t=3842,1614.0,https://youtu.be/aTQ94zDNQF8&t=1614,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Shu, Oda",,,,,,,,,,,,,,,
91,58.0,86.0,2025/3/12,3859.076881,3570.076882,1741744687,1.0,4.0,pos1,Right,GXAスカイホークス,9,小田,Right,TOK,3,Top,0,2,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,128.0,1.223,0.136,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020091,空振り,,3857.0,https://youtu.be/Jyu6IJPUpVs&t=3857,1628.0,https://youtu.be/aTQ94zDNQF8&t=1628,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Shu, Oda",,,,,,,,,,,,,,,
92,59.0,87.0,2025/3/12,3874.315277,3585.315278,1741744703,1.0,5.0,pos1,Right,GXAスカイホークス,9,小田,Right,TOK,3,Top,0,2,2,Curveball,FoulBall,Undefined,FlyBall,Undefined,0,0,,80.0,0.982,0.108,13.06288485,-154.5922819,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2507020092,ファール,,3872.0,https://youtu.be/Jyu6IJPUpVs&t=3872,1644.0,https://youtu.be/aTQ94zDNQF8&t=1644,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Shu, Oda",,,,,,,,,,,,,,,
93,60.0,88.0,2025/3/12,3893.448384,3604.448386,1741744722,1.0,6.0,pos1,Right,GXAスカイホークス,9,小田,Right,TOK,3,Top,0,2,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,130.0,0.942,-0.204,30.40638367,75.96375653,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2507020093,ファール,,3891.0,https://youtu.be/Jyu6IJPUpVs&t=3891,1663.0,https://youtu.be/aTQ94zDNQF8&t=1663,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Shu, Oda",,,,,,,,,,,,,,,
94,61.0,89.0,2025/3/12,3914.929531,3625.929533,1741744743,1.0,7.0,pos1,Right,GXAスカイホークス,9,小田,Right,TOK,3,Top,0,2,2,Slider,InPlay,Undefined,FlyBall,Out,1,0,,,0.814,0.132,91.05922826,-33.63858885,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Undefined,,,,7,7,2507020094,左飛,,3912.0,https://youtu.be/Jyu6IJPUpVs&t=3912,1684.0,https://youtu.be/aTQ94zDNQF8&t=1684,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Shu, Oda",,,,,,,,,,,,,,,
95,62.0,90.0,2025/3/12,3949.202541,3660.202543,1741744777,2.0,1.0,pos1,Right,GXAスカイホークス,1,安田,Left,TOK,3,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,127.0,0.582,0.184,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020095,見逃し,,3947.0,https://youtu.be/Jyu6IJPUpVs&t=3947,1718.0,https://youtu.be/aTQ94zDNQF8&t=1718,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
96,63.0,91.0,2025/3/12,3963.996062,3674.996063,1741744792,2.0,2.0,pos1,Right,GXAスカイホークス,1,安田,Left,TOK,3,Top,1,0,1,ChangeUp,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,109.0,0.93,0.232,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020096,空振り,,3961.0,https://youtu.be/Jyu6IJPUpVs&t=3961,1710.0,https://youtu.be/aTQ94zDNQF8&t=1710,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
97,64.0,92.0,2025/3/12,3980.737721,3691.737722,1741744809,2.0,3.0,pos1,Right,GXAスカイホークス,1,安田,Left,TOK,3,Top,1,0,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,101.0,0.057,0.152,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020097,ボール,,3978.0,https://youtu.be/Jyu6IJPUpVs&t=3978,1727.0,https://youtu.be/aTQ94zDNQF8&t=1727,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
98,65.0,93.0,2025/3/12,3998.819956,3709.819957,1741744827,2.0,4.0,pos1,Right,GXAスカイホークス,1,安田,Left,TOK,3,Top,1,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,125.0,1.026,0.36,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020098,ボール,,3996.0,https://youtu.be/Jyu6IJPUpVs&t=3996,1745.0,https://youtu.be/aTQ94zDNQF8&t=1745,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
99,66.0,94.0,2025/3/12,4015.631228,3726.631229,1741744844,2.0,5.0,pos1,Right,GXAスカイホークス,1,安田,Left,TOK,3,Top,1,2,2,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,113.0,0.562,0.28,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020099,空三振,,4013.0,https://youtu.be/Jyu6IJPUpVs&t=4013,1762.0,https://youtu.be/aTQ94zDNQF8&t=1762,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Ken, Yasuda",,,,,,,,,,,,,,,
100,67.0,95.0,2025/3/12,4040.285685,3751.285686,1741744868,3.0,1.0,pos1,Right,GXAスカイホークス,2,岡林,Left,TOK,3,Top,2,0,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,123.0,0.59,0.128,41.94706861,-12.17918105,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Undefined,,,,"6,3","6,3A",2507020100,遊ゴ,,4038.0,https://youtu.be/Jyu6IJPUpVs&t=4038,1787.0,https://youtu.be/aTQ94zDNQF8&t=1787,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,R","R,L,L,R,R,L,R,R,R,R","Yuna, Okabayashi",,,,,,,,,,,,,,,
101,29.0,96.0,2025/3/12,4164.845909,3875.845911,1741744993,1.0,1.0,永島,Right,TOK,9,batter9,Left,GXAスカイホークス,3,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,116.0,0.642,0.433,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020101,ボール,,4162.0,https://youtu.be/Jyu6IJPUpVs&t=4162,1911.0,https://youtu.be/aTQ94zDNQF8&t=1911,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,L","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
102,30.0,97.0,2025/3/12,4176.88284,3887.882841,1741745005,1.0,2.0,永島,Right,TOK,9,batter9,Left,GXAスカイホークス,3,Bottom,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,114.0,1.43,0.313,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020102,ボール,,4174.0,https://youtu.be/Jyu6IJPUpVs&t=4174,1923.0,https://youtu.be/aTQ94zDNQF8&t=1923,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,L","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
103,31.0,98.0,2025/3/12,4194.019522,3905.019524,1741745022,1.0,3.0,永島,Right,TOK,9,batter9,Left,GXAスカイホークス,3,Bottom,0,2,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,116.0,0.594,0.224,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020103,見逃し,,4192.0,https://youtu.be/Jyu6IJPUpVs&t=4192,1809.0,https://youtu.be/aTQ94zDNQF8&t=1809,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,L","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
104,32.0,99.0,2025/3/12,4207.90376,3918.903761,1741745036,1.0,4.0,永島,Right,TOK,9,batter9,Left,GXAスカイホークス,3,Bottom,0,2,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,114.0,0.902,0.244,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020104,見逃し,,4205.0,https://youtu.be/Jyu6IJPUpVs&t=4205,1823.0,https://youtu.be/aTQ94zDNQF8&t=1823,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,L","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
105,33.0,100.0,2025/3/12,4225.221116,3936.221118,1741745053,1.0,5.0,永島,Right,TOK,9,batter9,Left,GXAスカイホークス,3,Bottom,0,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,121.0,1.177,-0.216,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020105,ボール,,4223.0,https://youtu.be/Jyu6IJPUpVs&t=4223,1840.0,https://youtu.be/aTQ94zDNQF8&t=1840,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,L","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
106,34.0,101.0,2025/3/12,4238.977829,3949.97783,1741745067,1.0,6.0,永島,Right,TOK,9,batter9,Left,GXAスカイホークス,3,Bottom,0,3,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,118.0,0.858,0.256,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020106,空三振,,4236.0,https://youtu.be/Jyu6IJPUpVs&t=4236,1854.0,https://youtu.be/aTQ94zDNQF8&t=1854,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,L","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
107,35.0,102.0,2025/3/12,4269.858149,3980.858151,1741745098,2.0,1.0,永島,Right,TOK,1,batter1,Left,GXAスカイホークス,3,Bottom,1,0,0,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,112.0,0.774,0.567,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020107,ボール,,4267.0,https://youtu.be/Jyu6IJPUpVs&t=4267,1885.0,https://youtu.be/aTQ94zDNQF8&t=1885,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,L","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
108,36.0,103.0,2025/3/12,4282.731383,3993.731384,1741745111,2.0,2.0,永島,Right,TOK,1,batter1,Left,GXAスカイホークス,3,Bottom,1,1,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,118.0,0.754,0.268,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020108,空振り,,4280.0,https://youtu.be/Jyu6IJPUpVs&t=4280,1923.0,https://youtu.be/aTQ94zDNQF8&t=1923,深見,横井,塗師,石川,小田,山本,岡林,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,岡林,横井,スタンリー,深見,山本,石川,塗師,小田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","永島,深見,横井,塗師,石川,小田,山本,岡林,安田","R,L,R,R,L,R,R,R,R,L","R,L,L,R,R,L,R,R,R,R",,,,,,,"Haruki, Nagashima","Yuto, Fukami","Shuntaro, Yokoi","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",
